Date;Predicted_Real_2y;Predicted_Real_5y;Predicted_Real_10y;Predicted_Real_30y;5y5y_approx;Predicted_BEi_2y;Predicted_BEi_5y;Predicted_BEi_10y;Predicted_BEi_30y;5y5y_approx
01-07-1987;0,8353;2,0371;2,4692;2,5902;2,9012;6,71;5,97;5,98;6,05;5,99
01-08-1987;0,8977;2,4048;2,8204;2,9573;3,2359;7;5,92;5,94;6,01;5,96
01-09-1987;1,3892;2,6398;3,0076;2,8949;3,3754;7,21;6,3;6,41;6,7;6,52
01-10-1987;1,8066;2,8893;3,1789;3,0704;3,4685;5,96;6,19;6,34;6,54;6,49
01-11-1987;1,5981;2,4113;2,7295;2,568;3,0477;6,2;5,94;6,13;6,38;6,32
01-12-1987;1,7041;2,8699;3,0958;3,1214;3,3218;6,1;5,58;5,89;6;6,21
01-01-1988;1,9384;2,8093;3,1516;3,0298;3,4939;5,31;5,37;5,52;5,8;5,67
01-02-1988;1,2385;2,1329;2,6474;2,6474;3,1618;5,89;5,58;5,56;5,78;5,55
01-03-1988;0,5862;1,7917;2,3583;2,4285;2,9249;6,82;6,04;6,01;6,2;5,99
01-04-1988;0,7221;2,2268;2,8204;2,8681;3,414;6,99;5,96;5,9;6,08;5,84
01-05-1988;1,0388;2,3778;2,8341;2,7546;3,2903;7,19;6,2;6,26;6,48;6,31
01-06-1988;0,9841;2,3612;2,8548;2,9208;3,3485;7,04;6,13;6,07;6,08;6
01-07-1988;1,3195;2,6188;2,9555;2,8177;3,2922;7,08;6,04;6,1;6,32;6,17
01-08-1988;1,8376;2,9564;3,207;2,9465;3,4576;6,88;5,98;6,05;6,37;6,12
01-09-1988;1,7726;2,7807;2,973;2,6808;3,1654;6,68;5,91;6,01;6,38;6,1
01-10-1988;1,4486;2,3343;2,4744;2,1879;2,6146;6,8;6,18;6,33;6,7;6,48
01-11-1988;1,7883;2,3483;2,3477;1,9795;2,3471;7,09;6,44;6,61;7,04;6,78
01-12-1988;2,0999;2,7296;2,6392;2,3063;2,5488;7,07;6,36;6,47;6,7;6,58
01-01-1989;1,5686;2,4454;2,5725;2,1694;2,6996;7,57;6,7;6,52;6,76;6,33
01-02-1989;1,7307;2,4434;2,5725;2,0029;2,7016;7,86;6,83;6,6;7,01;6,37
01-03-1989;1,7613;2,6288;2,7501;2,2083;2,8714;8,04;6,88;6,61;6,96;6,34
01-04-1989;1,9809;2,6229;2,7138;2,1236;2,8047;7,27;6,68;6,47;6,91;6,26
01-05-1989;1,7849;2,3845;2,5365;2,0629;2,6885;7,07;6,53;6,32;6,77;6,12
01-06-1989;1,981;2,1445;2,3728;1,8686;2,6011;6,15;6,15;5,91;6,4;5,67
01-07-1989;1,8235;1,9906;2,3243;2,0642;2,658;5,78;5,84;5,7;6,02;5,55
01-08-1989;1,9743;2,3886;2,5596;2,1703;2,7305;6,42;5,7;5,55;5,95;5,4
01-09-1989;2,1715;2,4076;2,4898;2,1547;2,5721;6,29;5,76;5,7;6;5,64
01-10-1989;2,4107;2,6195;2,5768;2,0499;2,5341;5,5;5,35;5,43;5,95;5,52
01-11-1989;1,9185;2,1458;2,1671;1,7657;2,1884;5,85;5,66;5,7;6,13;5,74
01-12-1989;1,9551;2,1641;2,1588;1,6978;2,1535;5,97;5,59;5,68;6,2;5,78
01-01-1990;1,3556;2,4329;2,5104;2,1054;2,5878;6,97;5,69;5,7;6,15;5,71
01-02-1990;1,8047;2,4063;2,5886;2,306;2,7709;6,61;6,01;5,88;6,19;5,75
01-03-1990;1,4755;2,3792;2,5264;2,318;2,6735;7,18;6,22;6,06;6,24;5,91
01-04-1990;2,6338;2,5522;2,4602;2,1104;2,3681;6,33;6,22;6,33;6,65;6,44
01-05-1990;1,6555;2,372;2,3177;2,0237;2,2633;6,81;6,37;6,44;6,71;6,52
01-06-1990;1,8341;2,1704;2,2579;2,0459;2,3454;6,42;6,26;6,22;6,41;6,18
01-07-1990;1,4393;1,8996;2,0858;1,9098;2,2721;6,51;6,43;6,38;6,59;6,34
01-08-1990;0,7982;1,5318;1,9425;1,7484;2,3532;7,37;6,91;6,81;7,11;6,71
01-09-1990;0,1853;1,4455;1,8792;1,8284;2,313;7,88;7,06;7,01;7,2;6,96
01-10-1990;-0,1474;0,9829;1,5183;1,6166;2,0536;7,98;7,35;7,2;7,24;7,06
01-11-1990;0,3216;1,2079;1,5905;1,5206;1,973;7,29;6,81;6,8;7,02;6,79
01-12-1990;0,8867;1,2349;1,4311;1,2354;1,6273;6,38;6,5;6,65;7;6,8
01-01-1991;1,2936;1,3822;1,7279;1,3965;2,0736;5,8;6,32;6,36;6,87;6,41
01-02-1991;0,8816;1,1175;1,4465;1,2917;1,7754;6,15;6,35;6,4;6,74;6,45
01-03-1991;1,3387;1,5253;1,8147;1,5632;2,104;5,71;6,24;6,3;6,73;6,35
01-04-1991;1,0645;1,6041;1,8656;1,5759;2,1272;5,81;6,1;6,17;6,63;6,25
01-05-1991;0,4217;1,2802;1,5546;1,2332;1,829;6,43;6,42;6,52;7,04;6,61
01-06-1991;0,229;1,4089;1,647;1,3686;1,8852;6,79;6,53;6,63;7,1;6,73
01-07-1991;0,3593;1,3129;1,5903;1,3029;1,8676;6,49;6,6;6,68;7,15;6,76
01-08-1991;0,3838;1,1281;1,578;1,5037;2,0279;5,99;6,3;6,32;6,64;6,34
01-09-1991;-0,0869;0,8362;1,2681;1,2496;1,6999;6,15;6,3;6,38;6,7;6,46
01-10-1991;-0,224;0,587;0,9988;1,0765;1,4106;5,99;6,28;6,53;6,85;6,78
01-11-1991;-0,4011;0,5358;1,0138;1,3132;1,4917;5,85;6,08;6,41;6,61;6,73
01-12-1991;-0,3479;0,5001;1,0638;1,4841;1,6275;5,2;5,69;6,03;6,22;6,36
01-01-1992;-0,4126;0,8768;1,4405;1,6732;2,0043;5,61;5,36;5,59;5,91;5,82
01-02-1992;-0,5125;0,8977;1,5844;1,8659;2,2712;5,83;5,68;5,76;5,98;5,83
01-03-1992;-0,6599;1,0189;1,573;1,6541;2,1271;6,33;5,93;5,97;6,32;6
01-04-1992;-0,7357;0,4249;1,1363;1,5499;1,8477;6,17;6,36;6,34;6,41;6,33
01-05-1992;-1,0877;0,5258;1,2536;1,7158;1,9814;6,28;6,16;6,14;6,17;6,11
01-06-1992;-1,0691;0,5011;1,2206;1,6723;1,9401;5,97;5,98;6,04;6,17;6,1
01-07-1992;-1,09;0,3235;1,0988;1,5811;1,874;5,55;5,52;5,74;6,02;5,97
01-08-1992;-0,8519;0,5244;1,2294;1,7369;1,9344;5,09;5,08;5,36;5,65;5,65
01-09-1992;-0,6661;0,5063;1,3321;2,0269;2,1578;4,56;4,87;5,09;5,31;5,3
01-10-1992;-0,6066;0,7843;1,546;2,002;2,3077;5,09;4,82;5,04;5,53;5,27
01-11-1992;-0,3829;0,8686;1,5301;1,8927;2,1917;5,25;5,17;5,34;5,72;5,51
01-12-1992;0,0095;0,9145;1,5348;1,7854;2,1552;4,52;5,17;5,24;5,65;5,3
01-01-1993;-0,662;0,7613;1,5102;1,8716;2,259;4,88;5,07;5,09;5,47;5,11
01-02-1993;-0,8771;0,6003;1,4174;1,8485;2,2345;4,83;4,83;4,84;5,24;4,86
01-03-1993;-0,9591;0,2244;1,1122;1,7515;2;4,95;4,97;4,87;5,07;4,77
01-04-1993;-1,1402;0,0715;0,8256;1,3822;1,5796;4,96;5,06;5,14;5,47;5,23
01-05-1993;-0,7473;0,4583;1,196;1,7206;1,9337;4,98;4,74;4,84;5,2;4,95
01-06-1993;-0,6137;0,6131;1,2137;1,6538;1,8142;4,67;4,61;4,75;5,16;4,89
01-07-1993;-0,0925;0,9596;1,5265;1,8791;2,0934;4,24;4,13;4,28;4,75;4,44
01-08-1993;-0,3468;0,6921;1,2034;1,5364;1,7147;4,22;4,34;4,48;4,78;4,62
01-09-1993;-0,2275;0,6448;1,232;1,5707;1,8191;4,14;4,09;4,13;4,43;4,17
01-10-1993;0,0384;0,7154;1,3298;1,6438;1,9441;3,95;3,99;4;4,3;4,01
01-11-1993;0,5108;1,1829;1,7333;1,9952;2,2837;3,7;3,88;3,99;4,21;4,1
01-12-1993;0,8011;1,6784;2,052;2,2177;2,4256;3,44;3,47;3,72;4,03;3,96
01-01-1994;0,3707;1,3733;1,8555;2,1869;2,3377;3,72;3,72;3,89;4,1;4,07
01-02-1994;0,4951;1,8436;2,2847;2,5;2,7258;4,19;3,56;3,69;3,99;3,81
01-03-1994;-0,133;1,5066;1,8452;1,9812;2,1837;5,39;4,43;4,63;4,93;4,84
01-04-1994;1,0827;2,5111;2,7467;2,711;2,9823;4,7;4,01;4,22;4,56;4,44
01-05-1994;1,3996;2,5959;2,8447;2,82;3,0935;4,63;4,18;4,34;4,59;4,49
01-06-1994;1,0465;2,2187;2,5422;2,523;2,8657;5,13;4,48;4,56;4,88;4,63
01-07-1994;0,687;2,0775;2,4139;2,2817;2,7504;5,32;4,83;4,89;5,3;4,94
01-08-1994;1,2049;2,3391;2,5466;2,2889;2,754;4,92;4,54;4,69;5,2;4,85
01-09-1994;1,6216;2,8747;3,1539;2,9044;3,4331;4,97;4,21;4,31;4,81;4,41
01-10-1994;1,8326;3,1333;3,2587;2,7167;3,3841;4,98;4,27;4,48;5,22;4,7
01-11-1994;2,45;3,4672;3,6256;3,0783;3,7839;4,98;4,25;4,33;5;4,42
01-12-1994;2,4692;3,4527;3,2386;2,4255;3,0245;5,22;4,33;4,57;5,44;4,82
01-01-1995;2,8796;3,3219;3,2184;2,5602;3,1148;4,39;4,44;4,56;5,29;4,69
01-02-1995;2,6542;3,1298;3,1516;2,5973;3,1735;4,13;4,24;4,32;5,01;4,4
01-03-1995;2,5931;3,233;3,2693;2,7304;3,3056;4,21;3,82;3,93;4,72;4,04
01-04-1995;2,4732;3,0847;3,2141;2,8114;3,3435;4,12;3,78;3,85;4,55;3,92
01-05-1995;2,2136;2,7891;2,8617;2,6087;2,9343;3,68;3,62;3,77;4,34;3,92
01-06-1995;2,4471;2,693;2,8239;2,666;2,9548;3,39;3,24;3,35;3,9;3,46
01-07-1995;3,0052;3,1348;3,2461;3,0029;3,3574;2,91;2,88;3,03;3,72;3,19
01-08-1995;2,7077;3,077;3,173;2,9717;3,2691;3,15;3,16;3,32;3,89;3,47
01-09-1995;2,5518;2,8608;2,9966;2,9441;3,1325;3,32;3,14;3,2;3,61;3,27
01-10-1995;2,5233;2,6657;2,7717;2,6946;2,8776;3,15;3,19;3,27;3,68;3,34
01-11-1995;2,7913;2,912;3,0331;2,9929;3,1543;2,61;2,78;2,9;3,27;3,02
01-12-1995;2,0355;2,3675;2,5096;2,5163;2,6517;3,18;3,14;3,2;3,54;3,26
01-01-1996;3,0568;3,0799;3,3775;3,4862;3,675;1,93;2,28;2,27;2,56;2,26
01-02-1996;2,1565;2,496;2,8304;3,059;3,1647;3,27;2,88;2,98;3,18;3,08
01-03-1996;1,8833;2,7173;2,9524;3,1578;3,1874;3,92;3,25;3,32;3,44;3,38
01-04-1996;2,3123;3,2231;3,4267;3,3423;3,6304;3,74;3,08;3,08;3,45;3,09
01-05-1996;2,2853;3,1259;3,2861;3,2383;3,4462;3,95;3,35;3,45;3,69;3,55
01-06-1996;2,6661;3,3866;3,5117;3,2886;3,6369;3,49;3,3;3,4;3,77;3,49
01-07-1996;2,8038;3,2305;3,4173;3,2725;3,604;3,43;3,41;3,45;3,76;3,5
01-08-1996;2,8753;3,2202;3,4373;3,1842;3,6544;3,48;3,17;3,2;3,66;3,24
01-09-1996;2,2545;3,0841;3,2361;3,0989;3,3882;3,86;3,52;3,59;3,93;3,67
01-10-1996;2,2549;2,6351;2,9176;2,8476;3,2002;3,52;3,63;3,61;3,96;3,59
01-11-1996;1,9655;2,4312;2,65;2,74;2,8688;3,64;3,54;3,55;3,74;3,56
01-12-1996;2,4778;2,9799;3,1339;3,1082;3,2879;3,42;3,09;3,17;3,44;3,24
01-01-1997;3,4775;3,6399;3,8005;3,6077;3,9612;2,45;2,69;2,78;3,22;2,87
01-02-1997;3,1522;3,5178;3,594;3,3996;3,6702;2,92;2,68;2,83;3,29;2,97
01-03-1997;3,4694;3,714;3,7302;3,3976;3,7464;2,98;2,83;2,96;3,53;3,09
01-04-1997;3,352;3,726;3,6668;3,2967;3,6075;2,93;3,03;3,22;3,79;3,41
01-05-1997;3,7654;3,8575;3,956;3,6188;4,0545;2,45;2,71;2,75;3,32;2,8
01-06-1997;3,4692;3,5415;3,7001;3,5832;3,8588;2,64;2,84;2,79;3,19;2,74
01-07-1997;3,3678;3,4172;3,5305;3,4075;3,6438;2,36;2,7;2,69;3,1;2,68
01-08-1997;3,7465;3,8272;3,8234;3,8401;3,8195;2,25;2,33;2,48;2,74;2,62
01-09-1997;3,3508;3,5727;3,5445;3,5308;3,5163;2,48;2,54;2,67;2,97;2,79
01-10-1997;3,7568;3,7008;3,7714;3,7039;3,842;1,92;2,23;2,26;2,63;2,29
01-11-1997;3,3483;3,4553;3,4874;3,5472;3,5195;2,47;2,34;2,39;2,56;2,44
01-12-1997;4,1628;3,6662;3,5558;3,5376;3,4453;1,53;2,1;2,25;2,45;2,4
01-01-1998;4,3145;3,6129;3,4876;3,5944;3,3623;1,06;1,81;2,05;2,22;2,3
01-02-1998;4,2976;3,6856;3,591;3,6601;3,4964;1,28;1,8;1,98;2,23;2,15
01-03-1998;4,2864;3,5346;3,4276;3,5909;3,3206;1,35;2,08;2,22;2,36;2,37
01-04-1998;4,6533;3,9083;3,8488;4,0716;3,7893;0,97;1,7;1,79;1,85;1,88
01-05-1998;4,2472;3,8352;3,7265;3,927;3,6178;1,33;1,79;1,92;2;2,05
01-06-1998;4,2933;3,9425;3,7918;3,9518;3,641;1,25;1,58;1,71;1,75;1,84
01-07-1998;4,2416;4,0153;3,8494;3,8336;3,6835;1,29;1,44;1,61;1,85;1,78
01-08-1998;4,1312;3,7136;3,6467;3,8684;3,5798;0,92;1,56;1,69;1,67;1,83
01-09-1998;4,2521;3,6583;3,6638;3,9906;3,6692;0,17;0,96;1,15;1,21;1,33
01-10-1998;3,9845;3,4376;3,4076;3,9672;3,3775;0,37;0,74;1,12;1,04;1,5
01-11-1998;4,0188;3,818;3,8018;4,3178;3,7856;0,62;0,72;1,03;0,93;1,33
01-12-1998;4,7253;3,8156;3,8116;4,2661;3,8077;-0,09;0,63;0,84;0,79;1,04
01-01-1999;3,9177;3,47;3,5452;3,9878;3,6203;0,74;1,13;1,17;1,17;1,22
01-02-1999;3,9692;3,6988;3,7308;4,0609;3,7628;1,21;1,21;1,27;1,31;1,33
01-03-1999;3,5461;3,6478;3,7047;4,0947;3,7617;1,5;1,49;1,53;1,49;1,56
01-04-1999;3,3008;3,5028;3,7225;4,1246;3,9422;1,82;1,58;1,46;1,43;1,34
01-05-1999;3,275;3,6415;3,9096;4,2617;4,1776;2,18;1,8;1,63;1,55;1,46
01-06-1999;3,6972;3,9794;4,106;4,3273;4,2327;1,85;1,83;1,79;1,71;1,76
01-07-1999;3,773;3,9703;4,1813;4,5267;4,3922;1,88;1,71;1,61;1,45;1,51
01-08-1999;3,5292;3,9878;4,09;4,392;4,1922;2,25;1,85;1,85;1,68;1,85
01-09-1999;3,3784;3,5384;3,7828;4,0421;4,0273;2,28;2,26;2,14;2,03;2,01
01-10-1999;3,9321;3,9781;4,0461;3,9866;4,1141;1,91;2,05;2,06;2,27;2,08
01-11-1999;3,9168;4,0631;4,1628;4,0979;4,2625;2,11;1,91;1,87;2,05;1,83
01-12-1999;4,2265;4,2968;4,4236;4,2165;4,5505;2,05;1,89;1,86;2,13;1,82
01-01-2000;3,8333;4,2997;4,4863;4,4321;4,673;2,81;2,28;2,17;2,2;2,07
01-02-2000;3,8098;4,1196;4,3134;4,3564;4,5072;2,74;2,56;2,21;1,87;1,85
01-03-2000;3,7531;3,8306;4,0263;4,1456;4,2221;2,76;2,67;2,23;1,9;1,8
01-04-2000;4,1805;3,8555;3,987;3,9857;4,1186;2,51;2,4;2;1,86;1,6
01-05-2000;4,4543;4,0826;4,1138;4,1431;4,145;2,31;2,61;2,33;2,01;2,05
01-06-2000;3,809;3,527;3,7096;3,9188;3,8923;2,64;2,77;2,39;2,01;2,01
01-07-2000;3,7498;3,5167;3,6851;3,8102;3,8534;2,63;2,66;2,36;2,04;2,07
01-08-2000;4,0675;3,5555;3,7633;3,8941;3,971;2,15;2,5;2,07;1,83;1,63
01-09-2000;4,1437;3,694;3,8655;4,0184;4,037;1,9;2,24;1,93;1,81;1,63
01-10-2000;4,181;3,4705;3,7165;4,0244;3,9624;1,83;2,31;2,02;1,78;1,74
01-11-2000;4,4068;3,6854;3,8382;3,9933;3,991;1,31;2,01;1,88;1,79;1,75
01-12-2000;4,0599;3,3884;3,6488;3,9513;3,9092;1,16;1,78;1,59;1,54;1,4
01-01-2001;2,9559;2,7891;3,3153;3,7675;3,8415;1,77;2,07;1,84;1,77;1,62
01-02-2001;2,7627;2,9743;3,3232;3,6121;3,672;1,75;1,92;1,78;1,84;1,64
01-03-2001;2,8722;3,0035;3,339;3,8252;3,6744;1,39;1,64;1,55;1,51;1,47
01-04-2001;2,5338;2,9635;3,3128;3,8432;3,6621;1,84;1,8;1,83;1,81;1,86
01-05-2001;2,2719;3,0563;3,4237;3,7927;3,7911;2,03;1,87;1,97;1,99;2,06
01-06-2001;2,424;3,0406;3,4899;3,7551;3,9392;1,91;1,77;1,79;1,91;1,81
01-07-2001;1,773;2,7036;3,1028;3,2798;3,5019;2,08;2,06;2,14;2,33;2,22
01-08-2001;2,5718;3,0657;3,351;3,6432;3,6364;1,13;1,5;1,62;1,84;1,73
01-09-2001;2,4926;3,1911;3,5003;4,0539;3,8095;0,42;0,93;1,23;1,43;1,53
01-10-2001;2,0028;2,7097;2,9985;3,7641;3,2873;0,5;1,2;1,57;1,56;1,94
01-11-2001;1,9334;2,6932;3,0489;3,7913;3,4047;0,93;1,28;1,6;1,33;1,93
01-12-2001;2,3997;3,1113;3,3369;3,7168;3,5625;0,67;1,28;1,75;1,76;2,23
01-01-2002;2,5261;3,3109;3,5767;3,795;3,8424;0,62;1,03;1,46;1,65;1,9
01-02-2002;2,3325;3,0764;3,4567;3,922;3,8369;0,71;1,22;1,45;1,48;1,68
01-03-2002;1,4379;2,837;3,3501;3,9113;3,8632;2,26;1,9;1,93;1,9;1,96
01-04-2002;1,0268;2,4977;3,028;3,6728;3,5584;2,21;2,15;2,18;2,12;2,21
01-05-2002;1,1575;2,4241;3,0237;3,5683;3,6233;2,02;2,07;2,14;2,19;2,21
01-06-2002;1,443;2,4515;2,9859;3,5612;3,5203;1,41;1,74;1,94;2,12;2,15
01-07-2002;1,563;2,1196;2,8348;3,4776;3,5501;0,67;1,69;1,82;2,11;1,94
01-08-2002;1,3242;1,8677;2,6241;3,5333;3,3806;0,79;1,42;1,64;1,75;1,85
01-09-2002;1,0841;1,269;2,1341;3,0619;2,9992;0,63;1,67;1,74;1,9;1,8
01-10-2002;0,7757;1,3343;2,2615;3,0743;3,1886;0,92;1,62;1,68;2,11;1,74
01-11-2002;0,6682;1,301;2,2262;2,8825;3,1513;1,42;1,75;1,82;2,3;1,9
01-12-2002;0,8458;1,4218;2,3805;3,1144;3,3392;0,75;1,61;1,65;2,02;1,69
01-01-2003;0,3241;0,9735;2,1178;2,9095;3,262;1,4;2,08;1,93;2,23;1,79
01-02-2003;-0,0979;0,8326;1,9522;2,7578;3,0718;1,63;2,07;1,95;2,26;1,83
01-03-2003;-0,06;0,5669;1,6988;2,4575;2,8307;1,6;2,21;2,11;2,57;2,01
01-04-2003;0,9953;1,3864;2,3339;2,9973;3,2813;0,54;1,54;1,63;2,13;1,71
01-05-2003;1,0458;1,0148;1,964;2,7115;2,9133;0,28;1,51;1,61;2,05;1,71
01-06-2003;0,8199;0,9805;1,9961;2,7964;3,0116;0,51;1,29;1,33;1,82;1,38
01-07-2003;0,3171;0,8793;1,9274;2,7043;2,9755;1,5;1,99;2,05;2,43;2,11
01-08-2003;0,722;1,4634;2,5209;3,1367;3,5784;1,22;1,91;1,93;2,31;1,95
01-09-2003;0,5423;1,274;2,3536;2,9358;3,4332;0,94;1,91;1,92;2,34;1,93
01-10-2003;0,0541;1,0402;2,1738;2,7239;3,3074;1,8;2,15;2,12;2,58;2,08
01-11-2003;0,3503;1,2946;2,2772;2,6308;3,2598;1,71;2;2,02;2,62;2,05
01-12-2003;0,3122;1,1122;2,1535;2,5288;3,1949;1,51;2,16;2,12;2,68;2,08
01-01-2004;-0,1616;0,712;1,7611;2,157;2,8101;2;2,41;2,39;2,97;2,37
01-02-2004;-0,3181;0,634;1,6702;2,1604;2,7065;1,97;2,44;2,41;2,92;2,38
01-03-2004;-0,2302;0,5749;1,5358;2,1228;2,4967;1,81;2,22;2,29;2,78;2,37
01-04-2004;0,0005;0,9494;1,9767;2,4948;3,0041;2,35;2,44;2,37;2,79;2,31
01-05-2004;-0,2628;1,036;1,9677;2,3491;2,8993;2,83;2,81;2,75;3,16;2,69
01-06-2004;0,2667;1,2454;2,0917;2,3578;2,9381;2,45;2,68;2,64;3,12;2,59
01-07-2004;-0,1473;0,8369;1,7551;2,002;2,6733;2,84;2,85;2,74;3,31;2,64
01-08-2004;0,4284;0,8829;1,7927;2,0916;2,7025;1,97;2,59;2,49;3,06;2,39
01-09-2004;0,2069;0,844;1,596;1,9482;2,3481;2,41;2,52;2,53;3,03;2,55
01-10-2004;-0,1994;0,8726;1,6208;2,0072;2,3691;2,76;2,48;2,48;2,93;2,48
01-11-2004;0,4425;1,202;1,9385;2,3732;2,6749;2,6;2,33;2,25;2,58;2,18
01-12-2004;1,0895;1,6213;2,1701;2,5255;2,7188;1,99;1,98;2,06;2,38;2,14
01-01-2005;0,6617;1,1002;1,6401;1,9049;2,1799;2,62;2,61;2,58;2,87;2,55
01-02-2005;0,8002;1,1442;1,6271;1,7609;2,11;2,81;2,63;2,54;2,8;2,46
01-03-2005;0,5643;1,2804;1,8507;1,9729;2,421;3,25;2,89;2,65;2,8;2,41
01-04-2005;0,7986;1,4649;1,9871;2,0774;2,5093;2,85;2,54;2,35;2,57;2,17
01-05-2005;1,1199;1,3971;1,8389;1,8623;2,2808;2,48;2,45;2,3;2,63;2,15
01-06-2005;1,4614;1,5191;1,8371;1,8409;2,1551;2,19;2,25;2,16;2,44;2,07
01-07-2005;1,2293;1,4641;1,7212;1,6853;1,9783;2,82;2,52;2,46;2,69;2,4
01-08-2005;1,2574;1,6159;1,9062;1,9153;2,1966;2,58;2,5;2,35;2,52;2,2
01-09-2005;0,5078;1,3107;1,6779;1,8284;2,0451;3,66;2,7;2,52;2,62;2,34
01-10-2005;0,8427;1,4886;1,8285;1,9458;2,1684;3,61;2,84;2,63;2,69;2,42
01-11-2005;1,6008;1,6378;1,86;1,8824;2,0822;2,85;2,81;2,68;2,82;2,55
01-12-2005;2,3503;1,8184;1,9723;1,8036;2,1261;2,08;2,57;2,5;2,82;2,42
01-01-2006;1,8085;1,6499;1,8881;1,8106;2,1263;2,74;2,7;2,53;2,76;2,36
01-02-2006;1,7494;1,9689;2,0762;1,9299;2,1835;2,96;2,6;2,49;2,61;2,39
01-03-2006;2,0003;2,3013;2,3655;2,2235;2,4298;2,87;2,42;2,35;2,51;2,29
01-04-2006;1,7945;2,2606;2,2586;2,1805;2,2567;3,1;2,64;2,73;2,88;2,82
01-05-2006;1,9706;2,5701;2,5805;2,5528;2,5908;3,1;2,43;2,53;2,65;2,63
01-06-2006;2,3849;2,3111;2,3389;2,2407;2,3668;2,81;2,76;2,77;2,91;2,78
01-07-2006;2,3329;2,3758;2,3564;2,2485;2,3371;2,67;2,66;2,73;2,88;2,8
01-08-2006;2,0168;2,0784;2,0713;2,0115;2,0641;2,79;2,74;2,81;2,99;2,88
01-09-2006;2,6215;2,503;2,4147;2,2284;2,3264;2,1;2,17;2,31;2,62;2,44
01-10-2006;3,2193;2,6081;2,4273;2,2135;2,2466;1,5;2,08;2,3;2,64;2,52
01-11-2006;3,3615;2,6199;2,5402;2,3507;2,4604;1,27;1,96;2,06;2,34;2,16
01-12-2006;2,8887;2,4677;2,4259;2,2792;2,3841;1,95;2,06;2,13;2,4;2,21
01-01-2007;2,4966;2,353;2,2478;2,0756;2,1426;2,44;2,4;2,51;2,77;2,63
01-02-2007;2,2693;2,1786;2,1902;2,104;2,2018;2,39;2,53;2,53;2,72;2,53
01-03-2007;1,8318;1,997;2,0859;2,1139;2,1748;2,82;2,48;2,47;2,61;2,47
01-04-2007;2,2065;2,1456;2,22;2,224;2,2945;2,43;2,44;2,47;2,65;2,5
01-05-2007;2,2493;2,1249;2,2005;2,1457;2,276;2,69;2,55;2,55;2,75;2,55
01-06-2007;2,0268;2,0862;2,1834;2,1068;2,2806;2,88;2,94;2,92;3,09;2,89
01-07-2007;2,1963;2,0964;2,2211;2,1341;2,3457;2,39;2,78;2,78;2,98;2,77
01-08-2007;2,6094;2,2202;2,2768;2,2069;2,3334;1,59;2,21;2,39;2,72;2,58
01-09-2007;2,2283;2,1107;2,2728;2,232;2,435;1,77;2,09;2,25;2,56;2,4
01-10-2007;1,6068;1,7117;2,0504;2,1289;2,3891;2,34;2,49;2,48;2,64;2,47
01-11-2007;0,8975;1,3598;1,7903;1,8864;2,2208;2,16;2,31;2,36;2,63;2,41
01-12-2007;1,192;1,4075;1,8317;2,0139;2,2559;1,86;2,08;2,27;2,52;2,45
01-01-2008;0,6202;1,1331;1,8291;2,1609;2,5251;1,54;1,85;1,91;2,17;1,97
01-02-2008;0,495;0,8621;1,6047;2,0966;2,3473;1,13;1,92;2,14;2,42;2,35
01-03-2008;-0,2536;0,6631;1,4312;2,0793;2,1993;1,86;1,82;2,08;2,31;2,34
01-04-2008;0,0697;0,8165;1,5596;2,0238;2,3028;2,15;2,02;2,12;2,42;2,22
01-05-2008;-0,0684;0,7969;1,5385;2,0219;2,2801;2,68;2,35;2,34;2,58;2,33
01-06-2008;0,0208;0,9154;1,5708;2,0599;2,2262;2,59;2,57;2,53;2,63;2,48
01-07-2008;0,1983;0,8889;1,6022;2,2077;2,3155;2,29;2,41;2,41;2,36;2,4
01-08-2008;1,2958;1,3393;1,9731;2,4095;2,6069;1,05;1,8;1,92;2,09;2,03
01-09-2008;1,5046;1,5688;1,9336;2,2587;2,2983;0,49;1,31;1,76;2,01;2,2
01-10-2008;4,0288;2,1706;2,4549;2,5684;2,7392;-2,61;0,56;1,36;1,6;2,15
01-11-2008;4,892;2,5733;2,8651;2,8589;3,1568;-4,11;-0,28;0,66;1,14;1,61
01-12-2008;5,917;1,8327;2,273;2,3765;2,7133;-5,35;-0,31;0,15;0,49;0,61
01-01-2009;4,1871;1,3551;1,839;2,0768;2,3229;-3,37;0,24;0,68;1,05;1,12
01-02-2009;2,9409;1,4258;1,8933;2,1874;2,3608;-1,98;0,44;0,98;1,4;1,51
01-03-2009;1,8899;1,1582;1,6343;2,0587;2,1105;-1,11;0,66;1,19;1,58;1,71
01-04-2009;1,4491;0,9091;1,4327;1,9978;1,9563;-0,54;0,95;1,5;1,76;2,04
01-05-2009;0,9427;0,8705;1,5197;2,1273;2,1688;-0,03;1,26;1,77;2,1;2,28
01-06-2009;0,3007;0,9467;1,5952;2,0225;2,2436;0,79;1,76;2,12;2,5;2,49
01-07-2009;0,5719;1,0553;1,704;2,1525;2,3528;0,54;1,4;1,86;2,26;2,31
01-08-2009;0,4605;0,9649;1,592;2,0275;2,2192;0,51;1,61;2;2,34;2,39
01-09-2009;0,7446;0,9583;1,6347;2,1487;2,3112;0,18;1,41;1,77;2,04;2,12
01-10-2009;0,1269;0,7446;1,4502;1,9622;2,1557;0,78;1,59;1,94;2,23;2,29
01-11-2009;-0,2145;0,4601;1,325;2,0683;2,19;0,86;1,77;2,07;2,24;2,38
