Date;Predicted_Real_2y;Predicted_Real_5y;Predicted_Real_10y;Predicted_Real_30y;5y5y_approx;Predicted_BEi_2y;Predicted_BEi_5y;Predicted_BEi_10y;Predicted_BEi_30y;5y5y_approx
01-12-2009;-0,3145;0,3335;1,2407;1,9912;2,1478;1,46;2,01;2,35;2,5;2,69
01-01-2010;-0,8217;0,3096;1,3459;1,9076;2,3823;1,64;2,17;2,38;2,69;2,6
01-02-2010;-0,5016;0,3291;1,4308;1,9558;2,5324;1,3;2,03;2,26;2,66;2,49
01-03-2010;-0,7798;0,2082;1,4053;2,0687;2,6024;1,78;2,22;2,32;2,57;2,43
01-04-2010;-0,6407;0,2596;1,4601;2,0978;2,6607;1,59;2,32;2,39;2,59;2,46
01-05-2010;-0,6593;0,0734;1,08;1,648;2,0867;1,44;2,11;2,34;2,64;2,57
01-06-2010;0,4539;0,4387;1,3093;1,867;2,1799;0,15;1,56;1,89;2,26;2,22
01-07-2010;-0,1332;-0,1745;0,8252;1,5557;1,8249;0,64;1,93;2,18;2,43;2,44
01-08-2010;-0,0205;-0,0302;0,9145;1,676;1,8592;0,47;1,5;1,79;2,12;2,07
01-09-2010;-0,0152;-0,1033;0,8533;1,6777;1,81;0,41;1,51;1,8;2,09;2,08
01-10-2010;-0,6826;-0,3935;0,6522;1,6359;1,698;0,98;1,57;1,89;2,23;2,2
01-11-2010;-0,5674;-0,3424;0,6866;1,697;1,7157;1,02;1,69;2,07;2,49;2,45
01-12-2010;-0,3182;0,2133;1,2848;2,0649;2,3563;0,91;1,72;2,01;2,36;2,29
01-01-2011;-0,7281;-0,0497;1,1721;2,0617;2,3938;1,28;2,04;2,22;2,46;2,4
01-02-2011;-1,2105;-0,2696;1,007;1,9305;2,2836;1,87;2,53;2,57;2,72;2,62
01-03-2011;-1,5774;-0,4483;0,8579;1,7689;2,164;2,35;2,56;2,55;2,74;2,55
01-04-2011;-1,7713;-0,5401;0,7136;1,6573;1,9673;2,35;2,71;2,75;2,84;2,78
01-05-2011;-1,9938;-0,6259;0,5314;1,5509;1,6888;2,44;2,47;2,64;2,74;2,81
01-06-2011;-1,5952;-0,6647;0,4994;1,5632;1,6636;2,08;2,24;2,5;2,67;2,76
01-07-2011;-1,1302;-0,5172;0,665;1,6528;1,8471;1,47;2,06;2,34;2,62;2,61
01-08-2011;-0,9786;-0,96;0,0786;1,0943;1,1173;1,17;1,98;2,22;2,56;2,46
01-09-2011;-0,8995;-0,902;0,1403;1,1183;1,1827;1,18;1,8;1,84;2,06;1,88
01-10-2011;-1,0508;-0,8138;0,0375;0,925;0,8888;1,3;1,87;2,11;2,21;2,35
01-11-2011;-1,2676;-0,9003;0,0864;0,873;1,0731;1,52;1,81;1,92;2,15;2,04
01-12-2011;-1,39;-1,1823;-0,2491;0,6513;0,6841;1,63;2,07;2,23;2,33;2,39
01-01-2012;-1,8856;-1,4571;-0,484;0,4543;0,4892;2,07;2,3;2,45;2,58;2,61
01-02-2012;-1,9146;-1,4986;-0,6518;0,2883;0,1949;2,21;2,33;2,62;2,82;2,92
01-03-2012;-1,7463;-1,3291;-0,3847;0,6152;0,5597;2,1;2,35;2,55;2,66;2,76
01-04-2012;-1,6181;-1,319;-0,4907;0,5645;0,3375;1,89;2,21;2,54;2,62;2,87
01-05-2012;-1,2832;-1,2345;-0,5255;0,5476;0,1834;1,56;1,99;2,33;2,38;2,66
01-06-2012;-0,7408;-0,9869;-0,3779;0,5608;0,2311;1,06;1,7;2;2,14;2,3
01-07-2012;-0,6995;-1,1321;-0,5362;0,4995;0,0597;0,91;1,75;2,07;2,09;2,38
01-08-2012;-0,8493;-1,2896;-0,5238;0,5225;0,242;1,06;2;2,2;2,25;2,41
01-09-2012;-1,637;-1,4974;-0,6912;0,4373;0,115;1,86;2,17;2,41;2,44;2,65
01-10-2012;-1,2044;-1,103;-0,3488;0,7629;0,4054;1,48;1,81;2,1;2,14;2,38
01-11-2012;-0,5297;-0,546;0,1625;1,2339;0,8709;0,77;1,22;1,49;1,57;1,76
01-12-2012;-0,3475;-0,4374;0,1442;1,1537;0,7257;0,6;1,14;1,58;1,73;2,01
01-01-2013;-1,0925;-0,9255;-0,1257;0,9909;0,674;1,35;1,74;2,04;2,09;2,34
01-02-2013;-1,7872;-1,2822;-0,5261;0,5734;0,23;2,02;2,13;2,51;2,6;2,88
01-03-2013;-1,6506;-1,2695;-0,4416;0,721;0,3863;1,89;2,09;2,4;2,44;2,71
01-04-2013;-1,3362;-1,1842;-0,4742;0,6357;0,2359;1,54;1,89;2,23;2,29;2,57
01-05-2013;-0,9045;-0,8707;-0,069;0,9315;0,7327;1,22;1,71;2;2,18;2,29
01-06-2013;-1,3664;-0,9797;-0,1271;0,9003;0,7256;1,75;2,18;2,43;2,5;2,67
01-07-2013;-1,3897;-0,7859;0,1753;1,1482;1,1366;1,71;2,19;2,4;2,46;2,62
01-08-2013;-1,408;-0,4817;0,5082;1,4248;1,4981;1,84;2;2,23;2,34;2,46
01-09-2013;-1,4138;-0,5932;0,434;1,3046;1,4611;1,75;2,19;2,38;2,49;2,56
01-10-2013;-1,1084;-0,4932;0,4692;1,4352;1,4316;1,43;1,86;2,15;2,24;2,44
01-11-2013;-1,0767;-0,4729;0,4516;1,3733;1,3761;1,37;1,84;2,27;2,43;2,69
01-12-2013;-1,2967;-0,38;0,6063;1,5422;1,5925;1,69;1,96;2,29;2,35;2,63
01-01-2014;-1,4586;-0,5713;0,3793;1,1315;1,33;1,81;2,22;2,48;2,64;2,74
01-02-2014;-1,2958;-0,2968;0,6019;1,4406;1,5005;1,63;1,82;2,11;2,22;2,4
01-03-2014;-1,1474;-0,4084;0,4136;1,1513;1,2355;1,59;2,05;2,31;2,47;2,56
01-04-2014;-0,9932;-0,1658;0,6403;1,316;1,4465;1,42;1,87;2,07;2,2;2,27
01-05-2014;-0,8836;-0,1923;0,6787;1,3362;1,5497;1,27;1,78;1,88;2,05;1,98
01-06-2014;-1,3219;-0,3727;0,4558;1,2317;1,2843;1,78;2,05;2,14;2,19;2,24
01-07-2014;-1,3338;-0,5971;0,1672;0,9337;0,9314;1,88;2,3;2,37;2,4;2,45
01-08-2014;-1,1791;-0,5834;0,0994;0,7665;0,7822;1,71;2,21;2,32;2,43;2,43
01-09-2014;-0,7045;-0,2113;0,3872;1,0269;0,9856;1,32;1,98;2,14;2,23;2,3
01-10-2014;-0,6912;-0,3326;0,3536;0,9054;1,0397;1,23;1,88;1,95;2,13;2,01
01-11-2014;-0,4688;-0,1237;0,5186;1,1452;1,1609;0,96;1,74;1,81;1,89;1,88
01-12-2014;-0,2392;-0,0945;0,4396;0,9023;0,9738;0,95;1,73;1,77;1,93;1,81
01-01-2015;0,2904;-0,0286;0,3445;0,8292;0,7175;0,2;1,4;1,54;1,63;1,67
01-02-2015;-0,0378;-0,1354;0,2686;0,8603;0,6725;0,7;1,61;1,71;1,71;1,82
01-03-2015;-0,6044;-0,2066;0,1534;0,7652;0,5134;1,19;1,73;1,89;1,86;2,05
01-04-2015;-0,5169;-0,1096;0,2997;0,947;0,7091;1,12;1,46;1,64;1,64;1,82
01-05-2015;-0,6524;-0,0235;0,4154;1,0014;0,8544;1,28;1,56;1,78;1,96;2,01
01-06-2015;-0,8412;0,0862;0,5917;1,1753;1,0972;1,5;1,59;1,77;1,93;1,94
01-07-2015;-0,6123;0,0227;0,5923;1,2551;1,1619;1,29;1,61;1,73;1,81;1,85
01-08-2015;0,1508;0,2044;0,6568;1,2287;1,1092;0,62;1,34;1,51;1,63;1,69
01-09-2015;0,3253;0,3104;0,6952;1,2902;1,0799;0,33;1,18;1,47;1,66;1,77
01-10-2015;0,0192;0,1859;0,6411;1,2064;1,0963;0,74;1,2;1,43;1,68;1,65
01-11-2015;0,0152;0,2841;0,6323;1,2016;0,9805;0,95;1,39;1,63;1,83;1,87
01-12-2015;0,2435;0,4456;0,7357;1,3022;1,0257;0,83;1,25;1,5;1,67;1,75
01-01-2016;0,0406;0,0343;0,3588;0,9295;0,6834;0,77;1,49;1,73;1,93;1,98
01-02-2016;-0,0286;0,0272;0,3991;0,9966;0,7709;0,82;1,19;1,38;1,62;1,57
01-03-2016;-0,4535;-0,1014;0,3362;0,9031;0,7739;1,19;1,48;1,55;1,78;1,63
01-04-2016;-0,7716;-0,4806;0,0591;0,719;0,5989;1,54;1,74;1,75;1,9;1,76
01-05-2016;-1,252;-0,5968;-0,1001;0,5881;0,3965;2,14;1,9;1,91;2,04;1,92
01-06-2016;-0,6274;-0,3522;0,124;0,8137;0,6001;1,22;1,52;1,52;1,64;1,51
01-07-2016;-0,2777;-0,1731;0,2093;0,8271;0,5916;0,94;1,24;1,29;1,4;1,34
01-08-2016;-0,2634;-0,1587;0,1659;0,7045;0,4906;1,08;1,29;1,39;1,56;1,5
01-09-2016;-0,0996;-0,0001;0,2045;0,7026;0,4091;0,88;1,18;1,43;1,65;1,67
01-10-2016;-0,5445;-0,291;0,0049;0,4764;0,3008;1,42;1,56;1,76;2,02;1,95
01-11-2016;-0,7563;-0,2937;0,1419;0,6614;0,5775;1,9;1,89;2;2,2;2,1
01-12-2016;-0,8275;-0,2061;0,3971;0,8938;1,0004;2,03;2,17;2,09;2,22;2,02
01-01-2017;-0,9834;-0,2976;0,2943;0,8215;0,8863;2,18;2,22;2,14;2,2;2,05
01-02-2017;-1,74;-0,7819;-0,192;0,3488;0,3979;2,98;2,68;2,61;2,68;2,54
01-03-2017;-0,8496;-0,3815;0,1473;0,7315;0,6761;2,13;2,39;2,33;2,35;2,27
01-04-2017;-0,671;-0,4692;0,039;0,6044;0,5471;1,95;2,29;2,26;2,34;2,23
01-05-2017;-0,4056;-0,3427;0,0718;0,557;0,4863;1,69;2,18;2,23;2,4;2,27
01-06-2017;-0,2219;-0,1018;0,195;0,6049;0,4918;1,62;1,87;1,99;2,2;2,12
01-07-2017;-0,0523;0,0923;0,4136;0,8235;0,7348;1,41;1,78;1,91;2,06;2,04
01-08-2017;-0,3114;0,0904;0,3945;0,8668;0,6986;1,64;1,69;1,82;1,93;1,94
01-09-2017;-0,1908;0,2816;0,6836;1,1641;1,0857;1,68;1,52;1,52;1,62;1,51
01-10-2017;-0,1565;0,2543;0,5934;1,0125;0,9325;1,76;1,73;1,77;1,87;1,81
01-11-2017;-0,0915;0,149;0,4551;0,8438;0,7612;1,89;1,9;1,89;1,96;1,89
01-12-2017;0,452;0,3021;0,4179;0,7091;0,5336;1,44;1,88;1,98;2,06;2,09
01-01-2018;-0,3193;0,2053;0,4811;0,8396;0,757;2,47;2,17;2,1;2,04;2,02
01-02-2018;-0,153;0,4196;0,6595;0,8929;0,8995;2,43;2,18;2,2;2,24;2,22
01-03-2018;0,2921;0,5037;0,704;0,9202;0,9043;1,99;2,13;2,14;2,17;2,15
01-04-2018;0,7754;0,9551;0,9726;1,0972;0,99;1,72;1,74;1,9;1,97;2,05
01-05-2018;0,4112;0,4872;0,6793;0,8983;0,8714;2,01;2,33;2,3;2,23;2,27
01-06-2018;0,7876;0,7928;0,9299;1,1061;1,067;1,75;1,99;1,98;1,94;1,97
01-07-2018;0,7869;0,7561;0,8576;0,9922;0,9592;1,89;2,02;2,03;2,02;2,04
01-08-2018;1,1451;0,9415;0,9988;1,0595;1,0561;1,49;1,83;1,89;1,98;1,95
01-09-2018;0,9308;0,7284;0,883;1,0312;1,0376;1,89;2,16;2,12;2,12;2,07
01-10-2018;1,2701;1,1568;1,2563;1,5044;1,3558;1,61;1,84;1,89;1,84;1,94
01-11-2018;1,178;1,094;1,104;1,3044;1,114;1,63;1,86;2,02;2,06;2,18
01-12-2018;1,5113;0,9061;0,8143;1,0326;0,7225;0,99;1,77;2,02;2,07;2,26
01-01-2019;1,2275;0,592;0,5751;0,8733;0,5581;1,23;1,95;2,13;2,17;2,32
01-02-2019;0,8624;0,5451;0,5911;0,9141;0,637;1,66;1,94;2,09;2,11;2,23
01-03-2019;0,4445;0,3494;0,4889;0,834;0,6284;1,84;2,02;2,08;2,15;2,14
01-04-2019;0,7145;0,5692;0,6294;0,9868;0,6895;1,56;1,76;1,9;1,95;2,04
01-05-2019;0,9074;0,5802;0,6635;1,0095;0,7468;1,06;1,61;1,74;1,81;1,86
01-06-2019;0,7511;0,404;0,4918;0,9486;0,5796;1,02;1,43;1,58;1,62;1,73
01-07-2019;0,6646;0,3247;0,4119;0,9129;0,4991;1,24;1,51;1,65;1,66;1,79
01-08-2019;0,3883;-0,0574;-0,0251;0,4208;0,0072;1,15;1,55;1,66;1,7;1,76
01-09-2019;0,2392;-0,0133;-0,0084;0,524;-0,0034;1,43;1,58;1,71;1,64;1,83
01-10-2019;0,2383;0,1664;0,1815;0,5492;0,1966;1,31;1,36;1,53;1,64;1,69
01-11-2019;0,0555;0,0324;0,1457;0,5885;0,2589;1,59;1,61;1,66;1,69;1,72
01-12-2019;0,5099;0,2777;0,4085;0,7915;0,5393;1,09;1,4;1,45;1,51;1,5
01-01-2020;0,3508;0,1254;0,274;0,6609;0,4226;1;1,43;1,49;1,56;1,54
01-02-2020;-0,1225;-0,1259;-0,1301;0,3012;-0,1342;1,01;1,45;1,63;1,67;1,81
