Date;CPI;Fraction;GS2;GS10;2y_returns;2y_real_returns;10y_returns;10y_real_returns
1990-10;133,5;1990,791667;7,733;8,617;1,011167097;1,608936584;1,019169897;1,470864853
1990-11;133,8;1990,875;7,589;8,252;1,00900531;1,617154499;1,031844071;1,490078042
1990-12;133,8;1990,958333;7,229;8,067;1,012749457;1,628058918;1,019477317;1,53408082
1991-01;134,6;1991,041667;7,042;8,007;1,009367823;1,648815784;1,010819807;1,563960599
1991-02;134,8;1991,125;7,082;8,033;1,005153391;1,654369999;1,004898995;1,57148632
1991-03;135;1991,208333;7,031;8,061;1,006813671;1,66042841;1,004786547;1,576842018
1991-04;135,2;1991,291667;6,77;8,013;1,010538353;1,669265368;1,009994496;1,582042402
1991-05;135,6;1991,375;6,69;8,059;1,007077018;1,684361325;1,003543283;1,595490429
1991-06;136;1991,458333;6,898;8,227;1,001850638;1,6912778;0,995351763;1,596420564
1991-07;136,2;1991,541667;6,773;8,147;1,007989257;1,689424191;1,012285983;1,584326494
1991-08;136,6;1991,625;6,333;7,816;1,013566122;1,700420817;1,029580435;1,601436448
1991-09;137,2;1991,708333;5,982;7,445;1,011618751;1,718442113;1,032474911;1,643979502
1991-10;137,4;1991,791667;5,698;7,46;1,010130076;1,730805897;1,005155195;1,6899447
1991-11;137,8;1991,875;5,375;7,376;1,010618477;1,745794202;1,012112523;1,696184123
1991-12;137,9;1991,958333;4,751;6,699;1,015889222;1,75921045;1,055102464;1,711745943
1992-01;138,1;1992,041667;5,1;7,274;0,997599391;1,785866951;0,965043251;1,804757669
1992-02;138,6;1992,125;5,242;7,25;1,001665954;1,778999653;1,007755521;1,739146878
1992-03;139,3;1992,208333;5,583;7,528;0,998183666;1,775534945;0,986658357;1,746312232
1992-04;139,5;1992,291667;5,425;7,583;1,007522558;1,763403899;1,002447693;1,714355198
1992-05;139,7;1992,375;5,184;7,318;1,008908926;1,774122011;1,024966481;1,71608754
1992-06;140,2;1992,458333;4,834;7,121;1,010714659;1,787365003;1,020081047;1,756414051
1992-07;140,5;1992,541667;4,399;6,709;1,012010009;1,800073371;1,03571386;1,785294939
1992-08;140,9;1992,625;4,135;6,604;1,008522478;1,817802535;1,013215746;1,845106553
1992-09;141,3;1992,708333;3,795;6,354;1,009721578;1,82809019;1,023860987;1,864183727
1992-10;141,8;1992,791667;4,383;6,789;0,992371779;1,840636742;0,973964023;1,903261835
1992-11;142;1992,875;4,791;6,937;0,996195008;1,820155211;0,995067241;1,847172204
1992-12;141,9;1992,958333;4,558;6,686;1,008261068;1,81067569;1,023941819;1,835471732
1993-01;142,6;1993,041667;4,168;6,359;1,010970593;1,826920368;1,029578123;1,88074073
1993-02;143,1;1993,125;3,908;6,02;1,008267093;1,837896331;1,03056695;1,926864191
1993-03;143,6;1993,208333;3,957;6,024;1,002353663;1,846615583;1,004718575;1,978824178
1993-04;144;1993,291667;3,801;6,009;1,006176789;1,84451704;1,006138596;1,981238841
1993-05;144,2;1993,375;4,249;6,149;0,994935158;1,850754927;0,994632599;1,987863641
1993-06;144,4;1993,458333;4,002;5,776;1,008090692;1,83882722;1,033233026;1,974451685
1993-07;144,4;1993,541667;4,127;5,807;1,001035271;1,851137147;1,00248047;2,037243109
1993-08;144,8;1993,625;3,859;5,448;1,008382812;1,853053575;1,032297294;2,04229643
1993-09;145,1;1993,708333;3,875;5,382;1,002920737;1,863425532;1,009603157;2,102433164
1993-10;145,7;1993,791667;3,999;5,427;1,00094496;1,865004149;1,001039893;2,118234553
1993-11;145,8;1993,875;4,217;5,819;0,999325323;1,859079063;0,975039016;2,111705221
1993-12;145,8;1993,958333;4,234;5,794;1,003201733;1,856550557;1,00673161;2,057582774
1994-01;146,2;1994,041667;4,124;5,642;1,005552154;1,862494735;1,016352382;2,07143362
1994-02;146,7;1994,125;4,658;6,129;0,993663373;1,867711556;0,968579493;2,099546421
1994-03;147,2;1994,208333;5,192;6,738;0,994159434;1,84955115;0,961144999;2,026646531
1994-04;147,4;1994,291667;5,736;7,042;0,994474972;1,832502975;0,983962479;1,941284666
1994-05;147,5;1994,375;5,993;7,147;1,000137474;1,819905647;0,998424131;1,90755948
1994-06;148;1994,458333;6,177;7,32;1,001676302;1,818921833;0,99378337;1,903262193
1994-07;148,4;1994,541667;5,991;7,111;1,008507526;1,815815588;1,020940977;1,885040349
1994-08;149;1994,625;6,149;7,173;1,002142685;1,826327665;1,001535227;1,919327563
1994-09;149,4;1994,708333;6,585;7,603;0,997293494;1,822870813;0,976094005;1,914533466
1994-10;149,5;1994,791667;6,824;7,807;1,00120498;1,8130699;0,992283763;1,863761253
1994-11;149,7;1994,875;7,395;7,906;0,99551187;1,814040397;0,999715659;1,848142986
1994-12;149,7;1994,958333;7,699;7,822;1,000761411;1,803486057;1,012370715;1,845149056
1995-01;150,3;1995,041667;7,235;7,581;1,014696835;1,804859251;1,023283056;1,867974868
1995-02;150,9;1995,125;6,764;7,201;1,014473709;1,824074052;1,033194597;1,903836424
1995-03;151,4;1995,208333;6,778;7,196;1,005385695;1,843117415;1,006354557;1,9592123
1995-04;151,9;1995,291667;6,585;7,055;1,009114663;1,846924188;1,016033701;1,965150792
1995-05;152,2;1995,375;5,839;6,284;1,018983764;1,85762346;1,062671333;1,99008715
1995-06;152,5;1995,458333;5,793;6,203;1,005698417;1,889157091;1,011224799;2,110640086
1995-07;152,5;1995,541667;5,867;6,426;1,003489095;1,896184743;0,988846609;2,130132912
1995-08;152,9;1995,625;5,849;6,284;1,005214782;1,902800712;1,015814776;2,106374707
1995-09;153,2;1995,708333;5,851;6,182;1,004837988;1,907719548;1,012784366;2,134088942
1995-10;153,7;1995,791667;5,608;6,02;1,009282011;1,913195255;1,017226536;2,157139465
1995-11;153,6;1995,875;5,342;5,741;1,009509132;1,924671989;1,026075007;2,187161251
1995-12;153,5;1995,958333;5,15;5,572;1,00794874;1,944238906;1,017637719;2,245652559
1996-01;154,4;1996,041667;4,925;5,58;1,008398851;1,960969828;1,004035101;2,286749516
1996-02;154,9;1996,125;5,426;6,098;0,995003629;1,965913194;0,966175065;2,282593498
1996-03;155,7;1996,208333;5,761;6,327;0,998456389;1,949776718;0,988245787;2,198266183
1996-04;156,3;1996,291667;6,052;6,67;0,99954715;1,936764364;0,980437287;2,161265176
1996-05;156,6;1996,375;6,237;6,852;1,00170939;1,928455871;0,992486206;2,110850665
1996-06;156,7;1996,458333;6,107;6,711;1,007543246;1,928051678;1,015900691;2,090976778
1996-07;157;1996,541667;6,217;6,794;1,003106435;1,941355756;0,999615728;2,122869154
1996-08;157,3;1996,625;6,338;6,943;1,003002402;1,943665331;0,995002674;2,117998515
1996-09;157,8;1996,708333;6,102;6,703;1,009540306;1,945782938;1,02313784;2,10339496
1996-10;158,3;1996,791667;5,741;6,339;1,011622294;1,958122139;1,032332469;2,14524402
1996-11;158,6;1996,875;5,584;6,044;1,007631625;1,974623282;1,027247021;2,207610093
1996-12;158,6;1996,958333;5,868;6,418;0,999516802;1,985929261;0,977651857;2,263471307
1997-01;159,1;1997,041667;5,909;6,494;1,004148756;1,984969663;0,999802303;2,212886926
1997-02;159,6;1997,125;6,086;6,552;1,001729688;1,986940817;1,001190071;2,205496429
1997-03;160;1997,208333;6,42;6,903;0,999063283;1,984142086;0,980306196;2,201203453
1997-04;160,2;1997,291667;6,274;6,718;1,007980162;1,977327798;1,019119119;2,152458751
1997-05;160,1;1997,375;6,2;6,659;1,006562392;1,990618921;1,009872364;2,190873274
1997-06;160,3;1997,458333;6,068;6,5;1,007549408;2,004933663;1,01714895;2,213884323
1997-07;160,5;1997,541667;5,728;6,011;1,011214458;2,017549365;1,041879612;2,24904057
1997-08;160,8;1997,625;5,955;6,339;1,000671214;2,037632813;0,980907803;2,340309605
1997-09;161,2;1997,708333;5,779;6,103;1,008148473;2,035196395;1,022807693;2,291345064
1997-10;161,6;1997,791667;5,612;5,831;1,007843829;2,046688873;1,025532706;2,337789962
1997-11;161,5;1997,875;5,738;5,874;1,002394885;2,057636951;1,001633009;2,391545708
1997-12;161,3;1997,958333;5,646;5,742;1,006449229;2,063841885;1,014857636;2,396934374
1998-01;161,6;1998,041667;5,304;5,505;1,01092477;2,079727588;1,02286517;2,435563331
1998-02;161,9;1998,125;5,538;5,622;1,000174107;2,098545073;0,995708992;2,486628049
1998-03;162,2;1998,208333;5,563;5,654;1,00416149;2,095021172;1,0022602;2,471369968
1998-04;162,5;1998,291667;5,571;5,671;1,004490721;2,099848571;1,003424481;2,472374459
1998-05;162,8;1998,375;5,521;5,552;1,005549893;2,105384354;1,013784757;2,476261043
1998-06;163;1998,458333;5,471;5,446;1,005508671;2,113167779;1,012734816;2,505769662
1998-07;163,2;1998,541667;5,48;5,494;1,00439577;2,122201397;1,000874701;2,53456646
1998-08;163,4;1998,625;4,781;4,976;1,01734436;2,128917938;1,045058779;2,533674644
1998-09;163,6;1998,708333;4,273;4,42;1,013316851;2,163191686;1,048722123;2,644598001
1998-10;164;1998,791667;4,12;4,605;1,006375895;2,189318882;0,988977657;2,770057906
1998-11;164;1998,875;4,505;4,714;0,996376447;2,197903902;0,995216432;2,732843608
1998-12;163,9;1998,958333;4,529;4,648;1,003314361;2,189939681;1,009164304;2,719770864
1999-01;164,3;1999,041667;4,57;4,651;1,003023134;2,198538503;1,003635368;2,746370287
1999-02;164,5;1999,125;5,138;5,287;0,993461608;2,1998163;0,95487426;2,749643812
1999-03;165;1999,208333;4,987;5,242;1,007036368;2,182775978;1,007880034;2,622371924
1999-04;166,2;1999,291667;5,054;5,348;1,002934352;2,191473777;0,996224026;2,635027104
1999-05;166,2;1999,375;5,413;5,622;0,997689693;2,182034987;0,983664262;2,606123683
1999-06;166,2;1999,458333;5,512;5,78;1,002714037;2,176993815;0,992780445;2,56355073
1999-07;166,7;1999,541667;5,622;5,903;1,00259904;2,182902256;0,995600387;2,545043035
1999-08;167,1;1999,625;5,722;5,97;1,002873779;2,182011293;0,999914014;2,526245813
1999-09;167,9;1999,708333;5,596;5,877;1,007053286;2,183043653;1,011951563;2,519981845
1999-10;168,2;1999,791667;5,787;6,024;1,001206099;2,187966283;0,993942641;2,537949002
1999-11;168,3;1999,875;6,014;6,191;1,000722744;2,186698042;0,992667468;2,51807649
1999-12;168,3;1999,958333;6,214;6,442;1,001406594;2,186978241;0,986800227;2,4981274
2000-01;168,8;2000,041667;6,591;6,665;0,998407712;2,190054432;0,989218244;2,465152686
2000-02;169,8;2000,125;6,521;6,409;1,006750503;2,180090435;1,024306367;2,431350746
2000-03;171,2;2000,208333;6,479;6,004;1,006189277;2,181881305;1,035549697;2,475781101
2000-04;171,3;2000,291667;6,676;6,212;1,001864132;2,177432654;0,989632589;2,542828761
2000-05;171,5;2000,375;6,672;6,272;1,005635113;2,180218183;1,000754673;2,514997169
2000-06;172,4;2000,458333;6,362;6,031;1,011139799;2,189947104;1,023181033;2,513960015
2000-07;172,8;2000,541667;6,288;6,031;1,006634581;2,202782881;1,005025833;2,558808059
2000-08;172,8;2000,625;6,163;5,725;1,007494292;2,212264557;1,028138758;2,565715266
2000-09;173,7;2000,708333;5,979;5,802;1,00846012;2,228843915;0,998974997;2,637911308
2000-10;174;2000,791667;5,914;5,751;1,006157586;2,236054086;1,008682638;2,621553516
2000-11;174,1;2000,875;5,613;5,468;1,010385925;2,245943777;1,02641814;2,639756351
2000-12;174;2000,958333;5,096;5,112;1,014099084;2,267966551;1,032204829;2,707937519
2001-01;175,1;2001,041667;4,572;5,114;1,013845044;2,301264607;1,004104687;2,79675259
2001-02;175,8;2001,125;4,39;4,896;1,007149755;2,318468731;1,021360362;2,79059072
2001-03;176,2;2001,208333;4,18;4,917;1,007519864;2,325747538;1,002434462;2,838849833
2001-04;176,9;2001,291667;4,276;5,338;1,001719729;2,337917348;0,971736064;2,839300608
2001-05;177,7;2001,375;4,188;5,381;1,005181371;2,332670794;1,00114946;2,748133129
2001-06;178;2001,458333;4,242;5,412;1,002497641;2,334201202;1,002109254;2,738905765
2001-07;177,5;2001,541667;3,797;5,054;1,011748681;2,336087324;1,032387231;2,740056943
2001-08;177,5;2001,625;3,629;4,832;1,006270201;2,370191109;1,021675271;2,83676825
2001-09;178,3;2001,708333;2,851;4,588;1,01751899;2,385052683;1,02343746;2,898255971
2001-10;177,7;2001,791667;2,423;4,232;1,010383701;2,41594762;1,032613999;2,952874997
2001-11;177,4;2001,875;2,841;4,752;0,994230689;2,449276194;0,962470404;3,059475546
2001-12;176,7;2001,958333;3,026;5,051;0,998926745;2,439263617;0,98067387;2,949634352
2002-01;177,1;2002,041667;3,159;5,033;1,000051291;2,446298478;1,005612161;2,904088533
2002-02;177,8;2002,125;3,061;4,877;1,00445454;2,440898432;1,01644059;2,913790728
2002-03;178,8;2002,208333;3,711;5,396;0,99054315;2,442118868;0,964274644;2,950034949
2002-04;179,8;2002,291667;3,22;5,0847;1,012206964;2,405494898;1,028703428;2,828734259
2002-05;179,8;2002,375;3,1928;5,0427;1,003188384;2,421316648;1,007509452;2,893744377
2002-06;179,9;2002,458333;2,8104;4,7965;1,009787976;2,429036736;1,023601124;2,915474813
2002-07;180,1;2002,541667;2,2339;4,4588;1,01314853;2,451448659;1,031022563;2,982624439
2002-08;180,7;2002,625;2,149;4,1409;1,00345438;2,480923491;1,029534043;3,071738152
2002-09;181;2002,708333;1,6833;3,5942;1,010568241;2,481227377;1,048999218;3,151958307
2002-10;181,3;2002,791667;1,6697;3,8925;1,001659114;2,503293591;0,978486751;3,300921575
2002-11;181,3;2002,875;2,0563;4,2052;0,9941318;2,503297729;0,977923406;3,224563449
2002-12;180,9;2002,958333;1,5982;3,816;1,010355051;2,488607877;1,035595573;3,153376071
2003-01;181,7;2003,041667;1,6891;3,9625;0,99961867;2,519937247;0,991182752;3,272843133
2003-02;183,1;2003,125;1,508;3,6897;1,004826866;2,507885613;1,025928956;3,229702842
2003-03;184,2;2003,208333;1,4816;3,796;1,001755246;2,500722753;0,994301653;3,288110745
2003-04;183,8;2003,291667;1,4816;3,8359;1,001234667;2,490152184;0,999876462;3,249849999
2003-05;183,5;2003,375;1,3217;3,3699;1,004259279;2,498652648;1,042433145;3,256520224
2003-06;183,7;2003,458333;1,2999;3,5133;1,001513867;2,513397496;0,990815363;3,400254544
2003-07;183,9;2003,541667;1,7398;4,4055;0,992796767;2,514461889;0,931350607;3,365356478
2003-08;184,6;2003,625;1,9679;4,4636;0,997162788;2,493634736;0,99902265;3,13091807
2003-09;185,2;2003,708333;1,4577;3,9376;1,011277636;2,477130774;1,046845147;3,115997284
2003-10;185;2003,791667;1,8175;4,2927;0,994442355;2,496951185;0,974644151;3,251398708
2003-11;184,5;2003,875;2,0437;4,3316;0,997266444;2,48575842;1,000445791;3,172382634
2003-12;184,3;2003,958333;1,8189;4,2455;1,00593436;2,485681519;1,010568444;3,182397929
2004-01;185,2;2004,041667;1,8189;4,1319;1,00151575;2,503145885;1,012767846;3,219520919
2004-02;186,2;2004,125;1,641;3,9711;1,004870178;2,494757275;1,016606283;3,244781884
2004-03;187,4;2004,208333;1,5718;3,8348;1,002673212;2,493443668;1,014537911;3,280949939
2004-04;188;2004,291667;2,3145;4,5053;0,987398991;2,484099934;0,949651931;3,307333383
2004-05;189,1;2004,375;2,5323;4,6468;0,997858127;2,44496969;0,992528193;3,130791656
2004-06;189,7;2004,458333;2,6772;4,5806;0,99940599;2,425540882;1,009140501;3,089323157
2004-07;189,4;2004,541667;2,6771;4,4747;1,002232866;2,416432927;1,012285918;3,107700618
2004-08;189,5;2004,625;2,3911;4,1167;1,00758366;2,425664552;1,032836748;3,15086449
2004-09;189,9;2004,708333;2,605;4,1194;0,997997727;2,442770226;1,003211083;3,252611309
2004-10;190,9;2004,791667;2,5484;4,0235;1,003228503;2,432744052;1,011264036;3,256182504
2004-11;191;2004,875;2,9967;4,3492;0,993783466;2,42781348;0,977155345;3,275611124
2004-12;190,3;2004,958333;3,0651;4,2182;1,001225592;2,411457691;1,014225436;3,199105116
2005-01;190,7;2005,041667;3,2716;4,128;0,99872293;2,423294338;1,010845189;3,256548776
2005-02;191,8;2005,125;3,5958;4,3766;0,996730465;2,415123167;0,983469278;3,284961855
2005-03;193,3;2005,208333;3,7745;4,4815;0,999697376;2,393421052;0,995261019;3,212130781
2005-04;194,6;2005,291667;3,6495;4,1976;1,005455987;2,374129517;1,026731007;3,172100674
2005-05;194,4;2005,375;3,5736;3,981;1,004445279;2,371136141;1,021220624;3,235136861
2005-06;194,5;2005,458333;3,6331;3,913;1,001877991;2,384126786;1,008899058;3,307187444
2005-07;195,4;2005,541667;4,0147;4,276;0,995999207;2,38737608;0,973963889;3,334902812
2005-08;196,4;2005,625;3,8114;4,0137;1,007097503;2,366872573;1,024992551;3,233114485
2005-09;198,8;2005,708333;4,1649;4,324;0,996674958;2,371534639;0,978356737;3,297044953
2005-10;199,2;2005,791667;4,3738;4,5506;0,999636761;2,335114187;0,985545645;3,186744256
2005-11;197,6;2005,875;4,4068;4,484;1,003039373;2,329578702;1,009115837;3,134375333
2005-12;196,8;2005,958333;4,3996;4,3911;1,003804443;2,355579478;1,011194575;3,1885587
2006-01;198,3;2006,041667;4,5155;4,5152;1,001542155;2,374153102;0,993753594;3,237359981
2006-02;198,7;2006,125;4,6746;4,551;1,000851535;2,35982792;1,000909828;3,19280273
2006-03;199,8;2006,208333;4,8161;4,8472;1,001309776;2,357082817;0,980508202;3,189274399
2006-04;201,5;2006,291667;4,8583;5,0505;1,003242587;2,347176139;0,988205961;3,109893386
2006-05;202,5;2006,375;5,033;5,1186;1,000862959;2,334920373;0,998921467;3,047287311
2006-06;202,9;2006,458333;5,1498;5,1364;1,002066776;2,325394893;1,00288463;3,028968608
2006-07;203,5;2006,541667;4,95;4,9794;1,007937785;2,325607172;1,016547595;3,031717485
2006-08;203,9;2006,625;4,7754;4,7258;1,007316857;2,337156086;1,024196447;3,072798478
2006-09;202,9;2006,708333;4,6829;4,6276;1,005672026;2,349638269;1,011735977;3,140975376
2006-10;201,8;2006,791667;4,6926;4,5981;1,003724947;2,374611438;1,006202038;3,19349988
2006-11;201,5;2006,875;4,6084;4,4581;1,005452283;2,396448824;1,015036042;3,230821631
2006-12;201,8;2006,958333;4,808;4,7022;1,00019262;2,413102309;0,984398157;3,284282883
2007-01;202,416;2007,041667;4,9165;4,808;1,002025926;2,409979062;0,995586584;3,228235712
2007-02;203,499;2007,125;4,6423;4,5657;1,009116279;2,407512504;1,023302044;3,204207235
2007-03;205,352;2007,208333;4,5744;4,6443;1,005112313;2,416530732;0,997568123;3,261422008
2007-04;206,686;2007,291667;4,591;4,6222;1,003507986;2,406967678;1,005625591;3,224132658
2007-05;207,949;2007,375;4,9081;4,8879;0,998036482;2,399821655;0,983004081;3,221343935
2007-06;208,352;2007,458333;4,8582;5,0244;1,005001563;2,380562615;0,993429693;3,147361593
2007-07;208,299;2007,541667;4,5174;4,7388;1,010294458;2,38784157;1,026750044;3,120634748
2007-08;207,917;2007,625;4,132;4,5292;1,010854675;2,413036927;1,020668458;3,204927127
2007-09;208,49;2007,708333;3,9835;4,5865;1,006179273;2,443711187;0,999215664;3,277178054
2007-10;208,936;2007,791667;3,9452;4,4708;1,004025482;2,452053912;1,0130762;3,265607932
2007-11;210,177;2007,875;2,9947;3,9379;1,020971176;2,456669326;1,04741625;3,301247675
2007-12;210,036;2007,958333;3,0466;4,0232;1,001530509;2,493378852;0,996315881;3,437363834
2008-01;211,08;2008,041667;2,0929;3,5931;1,020441015;2,498871391;1,039188422;3,426999222
2008-02;211,693;2008,125;1,6158;3,5092;1,010742388;2,537338821;1,010012361;3,543683762
2008-03;213,528;2008,208333;1,5824;3,4096;1,001976647;2,557169592;1,011294851;3,568800207
2008-04;214,823;2008,291667;2,2537;3,7279;0,988737574;2,540205174;0,976487734;3,578093596
2008-05;216,632;2008,375;2,6411;4,0595;0,994645477;2,49645585;0,976073434;3,472902126
2008-06;218,815;2008,458333;2,6164;3,969;1,002662169;2,462353323;1,010791941;3,361500691
2008-07;219,964;2008,541667;2,5079;3,9462;1,004208659;2,444277546;1,005176068;3,36388
2008-08;219,086;2008,625;2,3669;3,8116;1,004729489;2,441743056;1,01438914;3,363629217
2008-09;218,783;2008,708333;1,9599;3,8234;1,00962242;2,463122962;1,002203708;3,425702856
2008-10;216,573;2008,791667;1,548;3,953;1,009407092;2,490268254;0,9925682;3,438006932
2008-11;212,425;2008,875;0,9807;2,92;1,012057338;2,539345209;1,092142342;3,447278462
2008-12;210,228;2008,958333;0,7643;2,2123;1,004933384;2,620146343;1,065396794;3,838435935
2009-01;211,143;2009,041667;0,9463;2,8403;0,997181378;2,660589608;0,947624388;4,132194452
2009-02;212,193;2009,125;0,9701;3,0131;1,000336812;2,641593095;0,987569938;3,898799039
2009-03;212,709;2009,208333;0,796;2,6629;1,004118918;2,629406951;1,033002504;3,831284004
2009-04;213,24;2009,291667;0,8987;3,1187;0,998712497;2,633832444;0,963383394;3,948125124
2009-05;213,856;2009,375;0,9146;3,4594;1,000446936;2,623891178;0,974033057;3,794086745
2009-06;215,693;2009,458333;1,1091;3,5326;0,99707528;2,617502543;0,99676649;3,684921045
2009-07;215,351;2009,541667;1,1113;3,4796;1,000882548;2,587619706;1,007383378;3,641723801
2009-08;215,834;2009,625;0,9683;3,3975;1,003640555;2,594016444;1,009803393;3,674438166
2009-09;215,969;2009,708333;0,9446;3,3053;1,001256904;2,597634;1,010618042;3,702156746
2009-10;216,177;2009,791667;0,8891;3,3828;1,001841517;2,59927318;0,996232987;3,739127648
2009-11;216,33;2009,875;0,6632;3,1978;1,005042084;2,601554226;1,018522762;3,721458166
2009-12;215,949;2009,958333;1,1354;3,8368;0,991604121;2,612822246;0,950027678;3,787709086
2010-01;216,687;2010,041667;0,8118;3,5844;1,007098432;2,595456419;1,024235786;3,604777196
2010-02;216,741;2010,125;0,8118;3,6117;1,0006765;2,604977648;1,000714359;3,67956698
2010-03;217,631;2010,208333;1,0158;3,8257;0,996805939;2,606090458;0,985372512;3,681278112
2010-04;218,009;2010,291667;0,9603;3,6532;1,001900103;2,587142905;1,017520257;3,612595919
2010-05;218,178;2010,375;0,7658;3,2848;1,004499769;2,58756444;1,034187824;3,669516002
2010-06;217,965;2010,458333;0,6014;2,9311;1,003770295;2,597194545;1,033142984;3,792029198
2010-07;218,011;2010,541667;0,5461;2,9052;1,001555317;2,609534338;1,004671805;3,921536829
2010-08;218,312;2010,625;0,4694;2,4683;1,001918289;2,613041527;1,040816974;3,939026181
2010-09;218,439;2010,708333;0,4222;2,5098;1,001292025;2,614444425;0,99841702;4,094152661
2010-10;218,711;2010,791667;0,3357;2,5993;1,002004197;2,616300356;0,99427512;4,085295135
2010-11;218,803;2010,875;0,4528;2,7968;0,998045464;2,618283654;0,985079333;4,056855717
2010-12;219,179;2010,958333;0,5934;3,2935;0,997698425;2,612067368;0,960358291;3,994644391
2011-01;220,223;2011,041667;0,562;3,3704;1,001092964;2,601584831;0,996269861;3,829708733
2011-02;221,309;2011,125;0,6802;3,4272;0,998218171;2,592081589;0,998039072;3,797335804
2011-03;223,467;2011,208333;0,8211;3,4703;0,997888299;2,574765832;0,999244149;3,771291884
2011-04;224,906;2011,291667;0,6013;3,2863;1,004871857;2,544516927;1,018445654;3,732049864
2011-05;225,964;2011,375;0,4685;3,0607;1,00303453;2,540553733;1,022013326;3,776571
2011-06;225,722;2011,458333;0,4576;3,16;1,00059838;2,536331741;0,994106406;3,84163412
2011-07;225,922;2011,541667;0,3554;2,7961;1,002333222;2,540570299;1,034117261;3,823087488
2011-08;226,545;2011,625;0,1995;2,2234;1,003278297;2,544243698;1,053255515;3,950020862
2011-09;226,889;2011,708333;0,243;1,9154;0,999334523;2,545564863;1,029650529;4,148940187
2011-10;226,421;2011,791667;0,2382;2,1133;1,000294281;2,540013932;0,983905054;4,265481485
2011-11;226,23;2011,875;0,2539;2,068;0,999898346;2,546013027;1,005819493;4,20550341
2011-12;225,672;2011,958333;0,2391;1,8762;1,000494573;2,547903528;1,019066571;4,233548568
2012-01;226,665;2012,041667;0,2147;1,7971;1,000665914;2,555466752;1,008743452;4,324935347
2012-02;227,663;2012,125;0,2932;1,9705;0,998678736;2,545965737;0,985889463;4,343637374
2012-03;229,392;2012,208333;0,3287;2,2088;0,999566148;2,53145591;0,980437167;4,263573915
2012-04;230,085;2012,291667;0,2559;1,9137;1,001665686;2,511285528;1,028476297;4,148659097
2012-05;229,815;2012,375;0,2618;1,5578;1,000100462;2,507892124;1,034277577;4,25394625
2012-06;229,478;2012,458333;0,3011;1,6449;0,99946718;2,511090786;0,993333448;4,404930315
2012-07;229,104;2012,541667;0,2113;1,4679;1,001968452;2,513438525;1,017696243;4,381990353
2012-08;230,379;2012,625;0,2205;1,5484;1,000000138;2,522497238;0,993827433;4,466815069
2012-09;231,407;2012,708333;0,2304;1,6335;0,999994436;2,50853718;0,993504189;4,414674988
2012-10;231,317;2012,791667;0,2814;1,6901;0,999217245;2,497379387;0,996196904;4,366513782
2012-11;230,221;2012,875;0,2461;1,6156;1,000909421;2,496395463;1,008230657;4,351599957
2012-12;229,601;2012,958333;0,2468;1,7574;1,0001917;2,510560993;0,988450274;4,408303406
2013-01;230,28;2013,041667;0,2618;1,9849;0,999918918;2,517822926;0,981000957;4,369155126
2013-02;232,166;2013,125;0,2343;1,8756;1,000744017;2,510195365;1,011537665;4,273507297
2013-03;232,773;2013,208333;0,2421;1,8486;1,000046111;2,491656255;1,0040077;4,287697225
2013-04;232,531;2013,291667;0,2074;1,6717;1,000865456;2,48527338;1,01769579;4,293655229
2013-05;232,945;2013,375;0,2933;2,1282;0,998531236;2,49001299;0,960613915;4,374182425
2013-06;233,504;2013,458333;0,3554;2,4857;0,999058386;2,481936888;0,970381578;4,194432705
2013-07;233,596;2013,541667;0,3089;2,5762;1,001184669;2,473663792;0,994158974;4,060456316
2013-08;233,877;2013,625;0,3987;2,7839;0,998543093;2,475618878;0,984166589;4,035149247
2013-09;234,149;2013,708333;0,3168;2,61;1,001897038;2,469042044;1,017499514;3,966487656
2013-10;233,546;2013,791667;0,305;2,5542;1,000489478;2,470852298;1,007058744;4,031210947
2013-11;233,069;2013,875;0,2814;2,7445;1,00070523;2,478444423;0,9856236;4,070148017
2013-12;233,049;2013,958333;0,3799;3,0282;0,998353737;2,485268268;0,978011049;4,019844167
2014-01;233,916;2014,041667;0,3277;2,644;1,001313812;2,481389793;1,036005623;3,931789405
2014-02;234,781;2014,125;0,3169;2,6476;1,000479429;2,475440621;1,001889656;4,058258208
2014-03;236,293;2014,208333;0,4183;2,718;0,998328689;2,467502819;0,996092758;4,050946887
2014-04;237,072;2014,291667;0,4104;2,6459;1,00049938;2,447616099;1,008547775;4,009298796
2014-05;237,9;2014,375;0,373;2,4759;1,001056166;2,4407917;1,017139549;4,030282528
2014-06;238,343;2014,458333;0,4567;2,5304;0,998713887;2,434865547;0,997287853;4,08509212
2014-07;238,25;2014,541667;0,5276;2,5578;0,99902881;2,427214253;0,999710968;4,066440521
2014-08;237,852;2014,625;0,4882;2,3431;1,001191159;2,425803501;1,021113509;4,066852053
2014-09;238,031;2014,708333;0,567;2,4888;0,99890503;2,432756974;0,989160627;4,159666351
2014-10;237,433;2014,791667;0,4914;2,3353;1,001914404;2,428265741;1,015650289;4,111484001
2014-11;236,151;2014,875;0,4685;2,164;1,000846367;2,439041973;1,017221962;4,186347182
2014-12;234,812;2014,958333;0,6645;2,1712;0,996658598;2,454358405;1,001161487;4,281562236
2015-01;233,707;2015,041667;0,4488;1,6407;1,004669503;2,460106459;1,050329952;4,310978902
2015-02;234,722;2015,125;0,6184;1,993;0,997143349;2,483279982;0,969690385;4,549359056
